time,open,high,low,close,ATR
2021/06/01 13:30,335.3,335.77,335.02,335.3,
2021/06/01 13:45,335.315,335.49,334.17,334.6,
2021/06/01 14:00,334.61,334.78,332.93,332.93,
2021/06/01 14:15,332.96,333.18,332.31,333.17,
2021/06/01 14:30,333.16,333.48,333.03,333.03,
2021/06/01 14:45,332.99,333.06,331.44,332.0,
2021/06/01 15:00,331.97,332.42,331.66,332.37,
2021/06/01 15:15,332.37,332.85,332.28,332.79,
2021/06/01 15:30,332.79,333.23,332.63,332.95,
2021/06/01 15:45,332.96,333.13,332.68,333.06,
2021/06/01 16:00,333.08,333.13,332.59,332.77,
2021/06/01 16:15,332.74,333.23,332.64,333.13,
2021/06/01 16:30,333.09,333.45,332.97,333.45,
2021/06/01 16:45,333.43,333.43,332.97,333.17,0.8092857142857172
2021/06/01 17:00,333.16,333.17,332.62,332.72,0.7907653061224524
2021/06/01 17:15,332.72,332.88,332.51,332.86,0.7607106413994205
2021/06/01 17:30,332.85,332.94,332.74,332.85,0.7206598812994611
2021/06/01 17:45,332.83,333.14,332.79,333.09,0.6941841754923542
2021/06/01 18:00,333.08,333.2,332.92,333.07,0.6645995915286127
2021/06/01 18:15,333.09,333.38,333.02,333.28,0.6428424778479985
2021/06/01 18:30,333.28,333.81,333.19,333.73,0.6412108722874275
2021/06/01 18:45,333.68,333.87,333.64,333.78,0.6118386671240411
2021/06/01 19:00,333.78,333.81,333.5,333.6,0.590278762329467
2021/06/01 19:15,333.66,333.67,333.3,333.3,0.5745445650202196
2021/06/01 19:30,333.28,333.31,332.84,332.93,0.5670770960902058
2021/06/01 19:45,332.91,333.29,332.69,332.84,0.5694287320837642
2021/06/02 13:30,333.25,333.75,332.87,333.54,0.59375525122064
2021/06/02 13:45,333.64,334.22,333.51,333.52,0.6020584475620254
2021/06/02 14:00,333.53,333.75,333.03,333.24,0.6104828441647399
2021/06/02 14:15,333.26,334.06,333.26,334.02,0.6254483552958294
2021/06/02 14:30,334.06,334.34,333.78,334.12,0.620773472774699
2021/06/02 14:45,334.11,334.29,333.43,333.65,0.6378610818622213
2021/06/02 15:00,333.66,334.0,333.51,333.95,0.6272995760149204
2021/06/02 15:15,333.87,334.01,333.55,333.955,0.6153496062995674
2021/06/02 15:30,333.98,334.11,333.84,334.11,0.5906817772781725
2021/06/02 15:45,334.06,334.18,333.86,333.95,0.5713473646154454
2021/06/02 16:00,333.96,334.0,333.72,333.82,0.5505368385714832
2021/06/02 16:15,333.83,333.92,332.97,333.13,0.5790699215306621
2021/06/02 16:30,333.17,333.33,333.0,333.33,0.5612792128498993
2021/06/02 16:45,333.3,333.42,333.28,333.31,0.531187840503481
2021/06/02 17:00,333.3,333.44,333.1,333.19,0.517531566181802
2021/06/02 17:15,333.205,333.24,332.16,332.38,0.5577078828831007
2021/06/02 17:30,332.34,332.7,332.33,332.43,0.5443001769628796
2021/06/02 17:45,332.51,332.57,331.95,332.29,0.5497073071798171
2021/06/02 18:00,332.27,332.46,331.71,331.76,0.5640139280955444
2021/06/02 18:15,331.74,332.41,331.71,332.37,0.5737272189458659
2021/06/02 18:30,332.35,332.5,332.17,332.28,0.5563181318783029
2021/06/02 18:45,332.31,332.58,332.27,332.52,0.5387239796012814
2021/06/02 19:00,332.49,332.69,332.25,332.61,0.5316722667726183
2021/06/02 19:15,332.63,332.7,332.54,332.59,0.5051242477174289
2021/06/02 19:30,332.59,332.95,332.41,332.94,0.5076153728804671
2021/06/02 19:45,332.93,333.51,332.85,333.44,0.5184999891032886
2021/06/03 13:30,330.59,330.88,328.95,328.95,0.8021785613101972
2021/06/03 13:45,328.93,329.33,328.29,329.16,0.8191658069308947
2021/06/03 14:00,329.15,330.42,328.97,330.31,0.8642253921501156
2021/06/03 14:15,330.3,330.32,329.5,329.57,0.861066435567964
2021/06/03 14:30,329.58,329.95,328.75,328.99,0.8852759758845371
2021/06/03 14:45,328.96,331.1,328.79,331.1,0.9870419776070704
2021/06/03 15:00,331.14,331.86,331.06,331.46,0.9736818363494232
2021/06/03 15:15,331.5,331.55,330.58,330.88,0.973418848038752
2021/06/03 15:30,330.85,330.97,330.07,330.41,0.9681746446074152
2021/06/03 15:45,330.42,330.46,329.9,330.46,0.9390193128497428
2021/06/03 16:00,330.48,330.88,330.32,330.51,0.911946504789047
2021/06/03 16:15,330.42,330.58,330.03,330.55,0.8860931830184017
2021/06/03 16:30,330.51,330.99,330.24,330.9,0.8763722413742301
2021/06/03 16:45,330.86,331.14,330.66,331.12,0.8480599384189251
2021/06/03 17:00,331.14,331.26,330.35,330.81,0.8524842285318568
2021/06/03 17:15,330.74,331.44,330.72,331.4,0.8430210693510077
2021/06/03 17:30,331.36,331.48,330.81,330.92,0.8306624215402226
2021/06/03 17:45,330.89,331.06,330.56,330.77,0.8070436771444924
2021/06/03 18:00,330.82,331.0,330.59,330.73,0.7786834144913162
2021/06/03 18:15,330.71,330.71,330.28,330.28,0.7552060277419397
2021/06/03 18:30,330.31,330.58,330.11,330.29,0.7348341686175133
2021/06/03 18:45,330.29,330.38,329.98,330.05,0.7109174422876893
