time,open,high,low,close,Volume,EMA,ATR,ema,atr,upper_band,lower_band,capital_investment
2011/10/24 1:30,2518.7308,2564.4571,2501.9655,2559.0901,26806546,2842.337871,35.02627318,2842.338585,159.7937,6038.212585,-353.5354154,1
2011/10/24 5:30,2559.2261,2580.7284,2557.9791,2576.2552,19267430,2839.690282,34.90411424,2839.690989,159.7937,6035.564989,-356.1830113,1
2011/10/25 1:30,2571.4626,2632.8587,2560.0854,2632.8083,33921032,2837.631755,35.28092206,2837.632454,159.7937,6033.506454,-358.2415455,1
2011/10/25 5:30,2632.9617,2633.9378,2613.7616,2625.0803,23711207,2835.516815,35.13062632,2835.517508,159.7937,6031.391508,-360.3564923,1
2011/10/26 1:30,2611.9258,2671.8131,2611.9258,2671.8131,48006729,2833.887922,35.37696138,2833.888608,164.2235,6118.358608,-450.5813919,1
2011/10/26 5:30,2673.0823,2679.3202,2650.1676,2651.8324,24508710,2832.076424,35.31502743,2832.077104,164.2235,6116.547104,-452.3928965,1
2011/10/27 1:30,2658.6888,2672.8396,2651.3808,2656.6168,32211720,2830.330557,35.17715452,2830.33123,164.2235,6114.80123,-454.1387701,1
2011/10/27 5:30,2656.4373,2663.0786,2647.5449,2657.7384,16166823,2828.613223,34.98169726,2828.613888,164.2235,6113.083888,-455.8561117,1
2011/10/28 1:30,2699.0901,2729.054,2689.3755,2697.4306,49468979,2827.307923,35.34322863,2827.308582,189.841,6624.128582,-969.5114181,1
2011/10/28 5:30,2697.2034,2713.3074,2691.4987,2709.0174,21309937,2826.130903,35.20855671,2826.131555,201.4278,6854.687555,-1202.424445,1
2011/10/31 1:30,2702.3492,2709.1381,2680.9916,2686.0053,33332279,2824.736618,35.13828749,2824.737264,201.1168,6847.073264,-1197.598736,1
2011/10/31 5:30,2685.8599,2697.6871,2681.7546,2695.2306,16653756,2823.448001,34.94718512,2823.448641,201.1168,6845.784641,-1198.887359,1
2011/11/1 1:30,2669.4831,2726.0507,2669.1241,2688.4799,39081536,2822.105035,35.16588577,2822.105668,201.1168,6844.441668,-1200.230332,1
2011/11/1 5:30,2688.7568,2703.3147,2682.3297,2697.1459,15765430,2820.86166,35.02478243,2820.862287,149.9273,5819.408287,-177.6837127,1
2011/11/2 1:30,2655.9798,2688.7924,2653.7431,2688.7669,31599813,2819.547285,35.10814579,2819.547905,132.7622,5474.791905,164.3039053,1
2011/11/2 5:30,2688.6559,2742.938,2687.5638,2742.938,32078062,2818.785003,35.30979807,2818.785618,117.8577,5175.939618,461.6316177,1
2011/11/3 1:30,2753.4516,2781.0385,2752.1175,2757.0264,60257771,2818.17049,35.33756625,2818.171098,131.9461,5457.093098,179.2490981,1
2011/11/3 5:30,2756.8808,2764.19,2743.8517,2744.1601,23895214,2817.434068,35.18831982,2817.43467,105.194,4921.31467,713.5546703,1
2011/11/4 1:30,2771.7984,2781.3685,2749.0377,2765.6938,41107989,2816.919239,35.20842012,2816.919836,113.8614,5094.147836,539.6918358,1
2011/11/4 5:30,2765.7995,2773.8103,2750.194,2763.1348,20117308,2816.384071,35.09307564,2816.384661,109.077,4997.924661,634.8446613,1
2011/11/7 1:30,2749.5368,2768.7851,2739.604,2739.604,29020148,2815.62009,35.03425001,2815.620675,107.9554,4974.728675,656.5126746,1
2011/11/7 5:30,2740.0354,2746.4278,2733.3712,2736.5219,15848548,2814.833043,34.81556692,2814.833622,79.6885,4408.603622,1221.063622,1
2011/11/8 1:30,2744.924,2755.9598,2731.4886,2742.2911,29692072,2814.111233,34.7126379,2814.111806,79.6885,4407.881806,1220.341806,1
2011/11/8 5:30,2742.1487,2742.7515,2723.834,2728.198,17845545,2813.256375,34.55547235,2813.256942,79.6885,4407.026942,1219.486942,1
2011/11/9 1:30,2740.1889,2755.764,2710.326,2717.9695,26646488,2812.308247,34.66375621,2812.308808,77.2139,4356.586808,1268.030808,1
2011/11/9 5:30,2717.7754,2751.5655,2717.2856,2751.2386,19796604,2811.700589,34.65993674,2811.701145,77.2139,4355.979145,1267.423145,1
2011/11/10 1:30,2717.1838,2729.509,2704.38,2712.5713,32569825,2810.714228,34.78131648,2810.714778,76.9269,4349.252778,1272.176778,1
2011/11/10 5:30,2712.2759,2720.2598,2698.553,2699.846,18100123,2809.611061,34.65122178,2809.611606,76.9269,4348.149606,1271.073606,1
2011/11/11 1:30,2706.3742,2713.8702,2695.7836,2705.9871,21965491,2808.579977,34.48639968,2808.580517,65.8478,4125.536517,1491.624517,1
